dataset,hidden_layers,learning_rate,activation,optimizer,epochs,avg_f1_score
1_ef_b.csv,"[15, 15]",0.01,tanh,rmsprop,50,0.8540275622181401
1_ef_b.csv,"[15, 15]",0.1,relu,adam,10,0.8431575810408762
1_ef_b.csv,"[15, 15]",0.1,relu,adam,25,0.8539655753570432
1_ef_b.csv,"[15, 15]",0.1,relu,adam,50,0.8433837747047821
1_ef_b.csv,"[15, 15]",0.1,relu,sgd,10,0.6179653720903722
1_ef_b.csv,"[15, 15]",0.1,relu,sgd,25,0.8235575471889731
1_ef_b.csv,"[15, 15]",0.1,relu,sgd,50,0.8461688087401551
1_ef_b.csv,"[15, 15]",0.1,relu,rmsprop,10,0.6367311601000626
1_ef_b.csv,"[15, 15]",0.1,relu,rmsprop,25,0.4992049718574109
1_ef_b.csv,"[15, 15]",0.1,relu,rmsprop,50,0.46766025641025644
1_ef_b.csv,"[15, 15]",0.1,tanh,adam,10,0.856282609118009
1_ef_b.csv,"[15, 15]",0.1,tanh,adam,25,0.8590352028837112
1_ef_b.csv,"[15, 15]",0.1,tanh,adam,50,0.8596242844978489
1_ef_b.csv,"[15, 15]",0.1,tanh,sgd,10,0.8072482323445097
1_ef_b.csv,"[15, 15]",0.1,tanh,sgd,25,0.8560350792184208
1_ef_b.csv,"[15, 15]",0.1,tanh,sgd,50,0.8565750044095088
1_ef_b.csv,"[15, 15]",0.1,tanh,rmsprop,10,0.859823378804274
1_ef_b.csv,"[15, 15]",0.1,tanh,rmsprop,25,0.8425031507905315
1_ef_b.csv,"[15, 15]",0.1,tanh,rmsprop,50,0.8633916286131347
1_ef_b.csv,"[15, 15, 15]",0.001,relu,adam,10,0.4241668060200669
1_ef_b.csv,"[15, 15, 15]",0.001,relu,adam,25,0.6489478315071165
1_ef_b.csv,"[15, 15, 15]",0.001,relu,adam,50,0.8159704666837528
1_ef_b.csv,"[15, 15, 15]",0.001,relu,sgd,10,0.4009935897435898
1_ef_b.csv,"[15, 15, 15]",0.001,relu,sgd,25,0.23598397435897436
1_ef_b.csv,"[15, 15, 15]",0.001,relu,sgd,50,0.3947260378510379
1_ef_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,10,0.8321891390086271
1_ef_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,25,0.8591120022953438
1_ef_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,50,0.8511513632566263
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,adam,10,0.6420757020757021
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,adam,25,0.8174229380370166
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,adam,50,0.8508893856804118
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,sgd,10,0.2936603493125232
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,sgd,25,0.14895833333333336
